StockCode,Description,Date,Units_Sold,Revenue,Unit_Price,Year,Month,Quarter,Week,Day,DayOfWeek,Demand_Lag_1,Demand_Lag_2,Rolling_Mean_2,Naive_Forecast
48111,DOORMAT 3 SMILEY CATS,2011-12-04,11,113.37,11.705833333333333,2011,12,4,48,4,6,13.0,11.0,15.0,27.0
47599B,BLUE PARTY BAGS ,2011-12-04,12,25.200000000000003,2.1,2011,12,4,48,4,6,22.0,6.0,46.5,63.0
47599A,PINK PARTY BAGS,2011-12-04,12,25.200000000000003,2.1,2011,12,4,48,4,6,3.0,6.0,6.5,64.0
47591d,PINK FAIRY CAKE CHILDRENS APRON,2011-12-04,1,4.96,4.96,2011,12,4,48,4,6,0.0,1.0,0.5,12.0
35964,FOLKART CLIP ON STARS,2011-12-04,99,44.67,0.6791666666666667,2011,12,4,48,4,6,129.0,29.0,57.25,1.0
35961,FOLKART ZINC HEART CHRISTMAS DEC,2011-12-04,61,54.96999999999999,1.24,2011,12,4,48,4,6,90.0,47.0,62.0,43.0
35953,FOLKART STAR CHRISTMAS DECORATIONS,2011-12-04,282,127.58,0.5061111111111111,2011,12,4,48,4,6,413.0,637.0,445.75,24.0
22968,ROSE COTTAGE KEEPSAKE BOX ,2011-12-04,1,19.96,19.96,2011,12,4,48,4,6,6.0,24.0,9.75,51.0
22966,GINGERBREAD MAN COOKIE CUTTER,2011-12-04,207,275.69,1.5717063492063492,2011,12,4,48,4,6,334.0,134.0,250.5,100.0
22965,3 TRADITIONAl BISCUIT CUTTERS  SET,2011-12-04,14,39.55,3.521,2011,12,4,48,4,6,129.0,16.0,46.25,0.0
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2011-12-04,28,68.95,2.9796666666666667,2011,12,4,48,4,6,21.0,69.0,66.0,69.0
22963,JAM JAR WITH GREEN LID,2011-12-04,17,18.349999999999998,1.435,2011,12,4,48,4,6,21.0,7.0,44.5,113.0
22962,JAM JAR WITH PINK LID,2011-12-04,31,31.81,1.24,2011,12,4,48,4,6,17.0,22.0,75.25,170.0
22961,JAM MAKING SET PRINTED,2011-12-04,269,561.17,2.071851851851852,2011,12,4,48,4,6,515.0,355.0,379.75,414.0
22960,JAM MAKING SET WITH JARS,2011-12-04,350,1640.22,5.62897619047619,2011,12,4,48,4,6,186.0,163.0,199.25,139.0
22959,WRAP CHRISTMAS VILLAGE,2011-12-04,651,273.42,0.42000000000000004,2011,12,4,48,4,6,425.0,175.0,368.75,13.0
22956,36 FOIL HEART CAKE CASES,2011-12-04,54,49.34,2.46,2011,12,4,48,4,6,4.0,57.0,17.75,29.0
22955,36 FOIL STAR CAKE CASES ,2011-12-04,19,41.93000000000001,2.776666666666667,2011,12,4,48,4,6,11.0,65.0,63.5,24.0
22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2011-12-04,13,16.25,1.25,2011,12,4,48,4,6,3.0,8.0,6.5,43.0
22952,60 CAKE CASES VINTAGE CHRISTMAS,2011-12-04,1031,629.34,0.8185912698412698,2011,12,4,48,4,6,612.0,1088.0,890.75,381.0
22951,60 CAKE CASES DOLLY GIRL DESIGN,2011-12-04,84,51.800000000000004,0.8805555555555555,2011,12,4,48,4,6,209.0,23.0,182.25,22.0
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,2011-12-04,1,1.45,1.45,2011,12,4,48,4,6,7.0,13.0,9.75,0.0
22948,METAL DECORATION NAUGHTY CHILDREN ,2011-12-04,89,101.57,1.444,2011,12,4,48,4,6,49.0,53.0,43.5,29.0
22947,WOODEN ADVENT CALENDAR RED,2011-12-04,27,405.60999999999996,14.459999999999999,2011,12,4,48,4,6,120.0,185.0,123.0,10.0
22946,WOODEN ADVENT CALENDAR CREAM,2011-12-04,7,100.75,15.16,2011,12,4,48,4,6,5.0,33.0,27.5,7.0
22945,CHRISTMAS METAL TAGS ASSORTED ,2011-12-04,88,80.5,0.96875,2011,12,4,48,4,6,198.0,132.0,192.0,106.0
22944,CHRISTMAS METAL POSTCARD WITH BELLS,2011-12-04,144,101.28,0.9099999999999999,2011,12,4,48,4,6,234.0,390.0,346.5,25.0
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2011-12-04,7,58.01,8.843333333333332,2011,12,4,48,4,6,4.0,12.0,40.75,182.0
22942,CHRISTMAS LIGHTS 10 SANTAS ,2011-12-04,32,229.36,7.9686111111111115,2011,12,4,48,4,6,21.0,32.0,32.25,21.0
22941,CHRISTMAS LIGHTS 10 REINDEER,2011-12-04,117,1022.51,9.445416666666667,2011,12,4,48,4,6,61.0,160.0,98.25,63.0
22940,FELTCRAFT CHRISTMAS FAIRY,2011-12-04,92,393.12,4.425833333333333,2011,12,4,48,4,6,50.0,82.0,91.0,114.0
22939,ADULT APRON APPLE DELIGHT,2011-12-04,9,56.230000000000004,5.923333333333333,2011,12,4,48,4,6,5.0,10.0,14.0,1.0
22969,HOMEMADE JAM SCENTED CANDLES,2011-12-04,142,246.38,2.0633333333333335,2011,12,4,48,4,6,93.0,168.0,140.0,382.0
22972,CHILDREN'S SPACEBOY MUG,2011-12-04,17,29.689999999999998,2.1966666666666668,2011,12,4,48,4,6,33.0,36.0,29.5,57.0
22973,CHILDREN'S CIRCUS PARADE MUG,2011-12-04,10,21.419999999999998,2.4699999999999998,2011,12,4,48,4,6,2.0,9.0,32.0,29.0
22974,CHILDRENS DOLLY GIRL MUG,2011-12-04,35,65.94999999999999,2.287777777777778,2011,12,4,48,4,6,19.0,28.0,28.25,46.0
35818P,"ACRYLIC JEWEL ICICLE, PINK",2011-12-04,12,4.5600000000000005,0.38,2011,12,4,48,4,6,64.0,7.0,28.25,1.0
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,2011-12-04,1,0.83,0.83,2011,12,4,48,4,6,4.0,0.0,1.0,1.0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,2011-12-04,53,144.35,2.45,2011,12,4,48,4,6,1.0,25.0,17.0,2.0
35599B,BLACK CHRISTMAS TREE 120CM,2011-12-04,90,175.5,1.95,2011,12,4,48,4,6,7.0,19.0,15.5,2.0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,2011-12-04,49,31.85,0.65,2011,12,4,48,4,6,0.0,27.0,19.0,27.0
35598B,BLACK CHRISTMAS TREE 60CM,2011-12-04,48,31.200000000000003,0.65,2011,12,4,48,4,6,25.0,2.0,21.75,27.0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER ,2011-12-04,141,67.03,0.5811111111111111,2011,12,4,48,4,6,307.0,60.0,159.0,7.0
35095B,RED VICTORIAN FABRIC OVAL BOX,2011-12-04,28,13.4,0.6933333333333334,2011,12,4,48,4,6,18.0,5.0,15.75,1.0
35095A,BLUE VICTORIAN FABRIC OVAL BOX,2011-12-04,55,25.97,0.7275,2011,12,4,48,4,6,40.0,34.0,44.0,3.0
35004B,SET OF 3 BLACK FLYING DUCKS,2011-12-04,3,16.35,5.45,2011,12,4,48,4,6,12.0,5.0,4.75,13.0
35001G,HAND OPEN SHAPE GOLD,2011-12-04,15,18.75,1.25,2011,12,4,48,4,6,1.0,11.0,7.5,43.0
23256,CHILDRENS CUTLERY SPACEBOY ,2011-12-04,32,132.8,4.15,2011,12,4,48,4,6,47.0,62.0,81.5,53.0
22928,YELLOW GIANT GARDEN THERMOMETER,2011-12-04,7,80.71000000000001,11.375,2011,12,4,48,4,6,11.0,20.0,12.25,5.0
23254,CHILDRENS CUTLERY DOLLY GIRL ,2011-12-04,30,128.64000000000001,4.564,2011,12,4,48,4,6,54.0,36.0,75.0,46.0
23194,GYMKHANA TREASURE BOOK BOX,2011-12-04,20,56.65,3.415,2011,12,4,48,4,6,28.0,32.0,139.25,8.0
23131,MISTLETOE HEART WREATH CREAM,2011-12-04,31,128.65,4.15,2011,12,4,48,4,6,15.0,26.0,20.5,48.0
23130,MISTLETOE HEART WREATH GREEN,2011-12-04,53,219.29000000000002,4.938,2011,12,4,48,4,6,35.0,106.0,63.75,4.0
23126,FELTCRAFT GIRL AMELIE KIT,2011-12-04,37,200.67000000000002,5.242,2011,12,4,48,4,6,101.0,48.0,49.0,7.0
23075,PARLOUR CERAMIC WALL HOOK,2011-12-04,6,24.900000000000002,4.15,2011,12,4,48,4,6,9.0,39.0,16.5,16.0
22988,SOLDIERS EGG CUP ,2011-12-04,255,308.33000000000004,1.7043333333333333,2011,12,4,48,4,6,132.0,283.0,175.25,152.0
22985,WRAP BILLBOARD FONTS DESIGN,2011-12-04,25,10.5,0.42,2011,12,4,48,4,6,75.0,25.0,43.75,50.0
22984,CARD GINGHAM ROSE ,2011-12-04,36,15.120000000000001,0.42,2011,12,4,48,4,6,50.0,14.0,25.5,12.0
22983,CARD BILLBOARD FONT,2011-12-04,64,28.52,0.5429999999999999,2011,12,4,48,4,6,71.0,134.0,95.75,96.0
22977,DOLLY GIRL CHILDRENS EGG CUP,2011-12-04,15,21.17,1.855,2011,12,4,48,4,6,10.0,8.0,6.75,5.0
22976,CIRCUS PARADE CHILDRENS EGG CUP ,2011-12-04,5,11.09,1.855,2011,12,4,48,4,6,29.0,20.0,21.0,56.0
22975,SPACEBOY CHILDRENS EGG CUP,2011-12-04,26,33.71,1.3844444444444444,2011,12,4,48,4,6,26.0,9.0,18.25,44.0
23236,STORAGE TIN VINTAGE DOILY ,2011-12-04,17,57.83,3.9775,2011,12,4,48,4,6,30.0,159.0,60.5,66.0
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011-12-04,4,16.52,4.13,2011,12,4,48,4,6,0.0,0.0,0.0,1.0
22478,BIRDHOUSE GARDEN MARKER ,2011-12-04,33,44.879999999999995,1.855,2011,12,4,48,4,6,6.0,36.0,12.25,4.0
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2011-12-04,23,115.93,5.060866666666667,2011,12,4,48,4,6,60.0,62.0,42.75,80.0
21742,LARGE ROUND WICKER PLATTER ,2011-12-04,24,142.8,5.95,2011,12,4,48,4,6,19.0,18.0,12.75,2.0
21739,COSY SLIPPER SHOES SMALL GREEN,2011-12-04,12,30.01,2.509,2011,12,4,48,4,6,22.0,14.0,18.5,9.0
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2011-12-04,234,653.3000000000001,3.0614814814814815,2011,12,4,48,4,6,156.0,193.0,150.75,130.0
21733,RED HANGING HEART T-LIGHT HOLDER,2011-12-04,289,792.79,3.236285714285714,2011,12,4,48,4,6,318.0,164.0,332.75,228.0
20931,BLUE POT PLANT CANDLE ,2011-12-04,5,23.77,5.205,2011,12,4,48,4,6,53.0,13.0,26.75,2.0
21731,RED TOADSTOOL LED NIGHT LIGHT,2011-12-04,359,707.5099999999999,2.2718650793650794,2011,12,4,48,4,6,285.0,833.0,441.25,592.0
21730,GLASS STAR FROSTED T-LIGHT HOLDER,2011-12-04,12,59.400000000000006,4.95,2011,12,4,48,4,6,15.0,34.0,19.25,109.0
21724,PANDA AND BUNNIES STICKER SHEET,2011-12-04,20,17.0,0.85,2011,12,4,48,4,6,0.0,4.0,18.5,36.0
20936,FORKED CACTUS CANDLE,2011-12-04,3,14.530000000000001,5.08,2011,12,4,48,4,6,6.0,6.0,4.75,6.0
21723,ALPHABET HEARTS STICKER SHEET,2011-12-04,3,3.33,1.24,2011,12,4,48,4,6,1.0,2.0,4.5,1.0
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2011-12-04,16,20.0,1.25,2011,12,4,48,4,6,50.0,59.0,59.5,29.0
21722,SWEET PUDDING STICKER SHEET,2011-12-04,3,4.109999999999999,1.435,2011,12,4,48,4,6,0.0,2.0,1.5,13.0
21721,CANDY SHOP  STICKER SHEET,2011-12-04,1,1.63,1.63,2011,12,4,48,4,6,0.0,0.0,0.0,25.0
20961,STRAWBERRY BATH SPONGE ,2011-12-04,137,177.3,1.7743333333333333,2011,12,4,48,4,6,48.0,57.0,42.25,119.0
21719,LOVELY BONBON STICKER SHEET,2011-12-04,2,2.48,1.24,2011,12,4,48,4,6,0.0,13.0,6.75,16.0
20963,APPLE BATH SPONGE,2011-12-04,116,153.47,1.855,2011,12,4,48,4,6,43.0,52.0,42.25,150.0
21718,RED METAL BEACH SPADE ,2011-12-04,6,12.34,2.1574999999999998,2011,12,4,48,4,6,6.0,12.0,11.75,13.0
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2011-12-04,7,29.9,4.478,2011,12,4,48,4,6,10.0,8.0,25.25,14.0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,2011-12-04,34,134.92000000000002,4.8629999999999995,2011,12,4,48,4,6,45.0,83.0,52.5,20.0
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,2011-12-04,1,2.95,2.95,2011,12,4,48,4,6,0.0,7.0,3.25,4.0
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2011-12-04,4,19.84,4.96,2011,12,4,48,4,6,3.0,5.0,13.5,10.0
21745,GAOLERS KEYS DECORATIVE GARDEN ,2011-12-04,48,168.48000000000002,3.69,2011,12,4,48,4,6,29.0,24.0,23.75,30.0
21754,HOME BUILDING BLOCK WORD,2011-12-04,52,315.98,6.565,2011,12,4,48,4,6,58.0,70.0,55.5,79.0
20829,GLITTER HANGING BUTTERFLY STRING,2011-12-04,21,44.1,2.1,2011,12,4,48,4,6,33.0,43.0,36.75,15.0
21791,VINTAGE HEADS AND TAILS CARD GAME ,2011-12-04,197,276.5,1.530892857142857,2011,12,4,48,4,6,245.0,586.0,371.5,421.0
21790,VINTAGE SNAP CARDS,2011-12-04,667,581.7699999999999,0.9614761904761905,2011,12,4,48,4,6,432.0,758.0,631.25,313.0
20832,RED FLOCK LOVE HEART PHOTO FRAME,2011-12-04,4,1.56,0.39,2011,12,4,48,4,6,11.0,36.0,24.75,4.0
21789,KIDS RAIN MAC PINK,2011-12-04,27,25.29,1.435,2011,12,4,48,4,6,4.0,31.0,10.5,3.0
20839,FRENCH PAISLEY CUSHION COVER ,2011-12-04,8,16.560000000000002,2.4766666666666666,2011,12,4,48,4,6,16.0,14.0,22.5,1.0
21788,KIDS RAIN MAC BLUE,2011-12-04,24,20.4,0.85,2011,12,4,48,4,6,3.0,34.0,11.25,24.0
20840,FRENCH FLORAL CUSHION COVER ,2011-12-04,24,20.4,0.85,2011,12,4,48,4,6,15.0,3.0,8.0,1.0
21786,POLKADOT RAIN HAT ,2011-12-04,48,27.590000000000003,0.6844444444444444,2011,12,4,48,4,6,29.0,50.0,36.0,235.0
20846,ZINC HEART LATTICE T-LIGHT HOLDER,2011-12-04,32,40.0,1.25,2011,12,4,48,4,6,30.0,5.0,17.75,11.0
21775,DECORATIVE FLORE BATHROOM BOTTLE,2011-12-04,5,8.67,1.855,2011,12,4,48,4,6,8.0,16.0,10.75,3.0
21774,DECORATIVE CATS BATHROOM BOTTLE,2011-12-04,7,16.009999999999998,2.3255555555555554,2011,12,4,48,4,6,10.0,13.0,14.5,22.0
21773,DECORATIVE ROSE BATHROOM BOTTLE,2011-12-04,8,18.47,2.0566666666666666,2011,12,4,48,4,6,1.0,7.0,34.75,5.0
20866,BLUE ROSE FABRIC MIRROR,2011-12-04,3,7.38,2.46,2011,12,4,48,4,6,13.0,1.0,11.25,1.0
21761,WOOD AND GLASS MEDICINE CABINET,2011-12-04,1,29.95,29.95,2011,12,4,48,4,6,0.0,0.0,0.25,2.0
21758,VINTAGE SHELLS PRINT,2011-12-04,2,24.92,12.46,2011,12,4,48,4,6,0.0,9.0,3.25,1.0
20867,PINK ROSE FABRIC MIRROR,2011-12-04,13,17.46,1.855,2011,12,4,48,4,6,10.0,0.0,3.0,37.0
21756,BATH BUILDING BLOCK WORD,2011-12-04,4,30.380000000000003,7.146666666666667,2011,12,4,48,4,6,11.0,6.0,15.25,29.0
21755,LOVE BUILDING BLOCK WORD,2011-12-04,34,212.5,6.25,2011,12,4,48,4,6,31.0,33.0,42.75,37.0
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,2011-12-04,59,123.9,2.1,2011,12,4,48,4,6,6.0,1.0,2.0,108.0
21804,WHITE CHRISTMAS GARLAND STARS TREES,2011-12-04,19,64.95,3.4544444444444444,2011,12,4,48,4,6,21.0,33.0,31.75,8.0
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,2011-12-04,42,164.92000000000002,4.6775,2011,12,4,48,4,6,40.0,85.0,57.75,28.0
20971,PINK BLUE FELT CRAFT TRINKET BOX,2011-12-04,256,330.52000000000004,1.4766388888888888,2011,12,4,48,4,6,94.0,666.0,329.0,230.0
20996,JAZZ HEARTS ADDRESS BOOK,2011-12-04,145,28.190000000000005,0.254,2011,12,4,48,4,6,82.0,183.0,97.25,1.0
21679,SKULLS  STICKERS,2011-12-04,18,15.299999999999999,0.85,2011,12,4,48,4,6,47.0,15.0,35.75,47.0
21000,ROSE DU SUD COSMETICS BAG,2011-12-04,3,9.870000000000001,3.29,2011,12,4,48,4,6,3.0,4.0,3.25,1.0
21677,HEARTS  STICKERS,2011-12-04,32,28.759999999999998,0.98,2011,12,4,48,4,6,26.0,9.0,23.25,19.0
21012,ANTIQUE ALL GLASS CANDLESTICK,2011-12-04,80,173.04000000000002,2.1420000000000003,2011,12,4,48,4,6,25.0,29.0,23.5,23.0
21676,FLOWERS  STICKERS,2011-12-04,15,15.09,1.435,2011,12,4,48,4,6,2.0,8.0,3.75,6.0
21015,DARK BIRD HOUSE TREE DECORATION,2011-12-04,80,33.459999999999994,0.5599999999999999,2011,12,4,48,4,6,216.0,139.0,160.5,4.0
21675,BUTTERFLIES STICKERS,2011-12-04,30,30.179999999999996,1.3375,2011,12,4,48,4,6,32.0,2.0,17.5,1.0
21025,SPACE FROG,2011-12-04,7,17.22,2.46,2011,12,4,48,4,6,7.0,7.0,3.5,13.0
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-12-04,66,110.41999999999999,2.14,2011,12,4,48,4,6,51.0,24.0,57.75,148.0
21026,SPACE OWL,2011-12-04,17,29.72,2.218,2011,12,4,48,4,6,26.0,16.0,11.0,2.0
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-12-04,50,88.27999999999999,2.765,2011,12,4,48,4,6,29.0,19.0,48.75,49.0
21671,RED SPOT CERAMIC DRAWER KNOB,2011-12-04,47,81.02999999999999,2.6153333333333335,2011,12,4,48,4,6,52.0,134.0,92.25,42.0
21032,SPACE CADET WHITE,2011-12-04,11,13.75,1.25,2011,12,4,48,4,6,0.0,1.0,1.75,2.0
21670,BLUE SPOT CERAMIC DRAWER KNOB,2011-12-04,45,83.65,1.91,2011,12,4,48,4,6,48.0,37.0,123.25,42.0
21034,REX CASH+CARRY JUMBO SHOPPER,2011-12-04,71,67.45,0.9499999999999998,2011,12,4,48,4,6,97.0,79.0,79.0,37.0
21669,BLUE STRIPE CERAMIC DRAWER KNOB,2011-12-04,68,102.28,1.91,2011,12,4,48,4,6,75.0,53.0,104.75,49.0
21035,SET/2 RED RETROSPOT TEA TOWELS ,2011-12-04,32,123.14,4.882333333333333,2011,12,4,48,4,6,28.0,41.0,75.75,47.0
21668,RED STRIPE CERAMIC DRAWER KNOB,2011-12-04,50,101.94,2.83,2011,12,4,48,4,6,34.0,47.0,103.5,33.0
20992,JAZZ HEARTS PURSE NOTEBOOK,2011-12-04,350,137.73999999999998,0.49333333333333335,2011,12,4,48,4,6,160.0,286.0,233.25,25.0
21714,CITRONELLA CANDLE GARDEN POT,2011-12-04,5,9.879999999999999,2.0566666666666666,2011,12,4,48,4,6,21.0,16.0,13.0,1.0
21682,LARGE MEDINA STAMPED METAL BOWL ,2011-12-04,3,14.850000000000001,4.95,2011,12,4,48,4,6,8.0,6.0,3.5,4.0
21684,SMALL MEDINA STAMPED METAL BOWL ,2011-12-04,4,6.62,2.0575,2011,12,4,48,4,6,29.0,5.0,11.75,1.0
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,2011-12-04,1,4.95,4.95,2011,12,4,48,4,6,2.0,2.0,3.25,1.0
21708,FOLDING UMBRELLA CREAM POLKADOT,2011-12-04,1,4.95,4.95,2011,12,4,48,4,6,4.0,2.0,2.75,1.0
20972,PINK CREAM FELT CRAFT TRINKET BOX ,2011-12-04,159,226.58,1.6163611111111111,2011,12,4,48,4,6,151.0,321.0,237.0,98.0
20973,12 PENCIL SMALL TUBE WOODLAND,2011-12-04,299,209.35000000000002,0.7716666666666666,2011,12,4,48,4,6,619.0,357.0,376.0,121.0
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2011-12-04,4,19.8,4.95,2011,12,4,48,4,6,9.0,5.0,4.75,4.0
21705,BAG 500g SWIRLY MARBLES,2011-12-04,79,81.35,2.382,2011,12,4,48,4,6,24.0,50.0,32.5,21.0
20975,12 PENCILS SMALL TUBE RED RETROSPOT,2011-12-04,183,118.95,0.65,2011,12,4,48,4,6,248.0,257.0,224.0,320.0
21704,BAG 250g SWIRLY MARBLES,2011-12-04,76,78.64,1.1533333333333333,2011,12,4,48,4,6,53.0,221.0,175.75,16.0
20978,36 PENCILS TUBE SKULLS,2011-12-04,56,79.5,1.6601388888888888,2011,12,4,48,4,6,140.0,25.0,71.5,12.0
21703,BAG 125g SWIRLY MARBLES,2011-12-04,97,44.84,0.5566666666666666,2011,12,4,48,4,6,418.0,117.0,423.5,207.0
20979,36 PENCILS TUBE RED RETROSPOT,2011-12-04,77,109.56,1.8146666666666669,2011,12,4,48,4,6,133.0,106.0,108.0,22.0
21698,MOCK LOBSTER FRIDGE MAGNET,2011-12-04,2,3.26,1.63,2011,12,4,48,4,6,13.0,2.0,14.25,2.0
20981,12 PENCILS TALL TUBE WOODLAND,2011-12-04,38,32.3,0.85,2011,12,4,48,4,6,140.0,78.0,92.0,26.0
21695,SMALL SILVER FLOWER CANDLE POT,2011-12-04,6,17.700000000000003,2.95,2011,12,4,48,4,6,1.0,12.0,10.75,12.0
20982,12 PENCILS TALL TUBE SKULLS,2011-12-04,56,49.94,0.9799999999999999,2011,12,4,48,4,6,211.0,181.0,156.75,44.0
21693,SMALL HAMMERED SILVER CANDLEPOT ,2011-12-04,16,58.56,3.66,2011,12,4,48,4,6,18.0,6.0,7.5,6.0
20983,12 PENCILS TALL TUBE RED RETROSPOT,2011-12-04,67,63.19,0.9279999999999999,2011,12,4,48,4,6,223.0,142.0,131.0,30.0
21688,SILVER PLATE CANDLE BOWL SMALL,2011-12-04,6,17.700000000000003,2.95,2011,12,4,48,4,6,0.0,6.0,6.25,24.0
20985,HEART CALCULATOR,2011-12-04,16,24.84,1.855,2011,12,4,48,4,6,10.0,27.0,18.75,1.0
20986,BLUE CALCULATOR RULER,2011-12-04,45,62.3,1.4516666666666667,2011,12,4,48,4,6,27.0,25.0,36.25,6.0
21809,CHRISTMAS HANGING TREE WITH BELL,2011-12-04,3,7.38,2.46,2011,12,4,48,4,6,1.0,13.0,43.25,9.0
20828,GLITTER BUTTERFLY CLIPS,2011-12-04,34,91.52,3.2729999999999997,2011,12,4,48,4,6,26.0,23.0,27.25,11.0
21810,CHRISTMAS HANGING STAR WITH BELL,2011-12-04,406,278.23,0.6749166666666667,2011,12,4,48,4,6,1114.0,576.0,762.0,27.0
20707,CRAZY DAISY HEART DECORATION,2011-12-04,1,2.46,2.46,2011,12,4,48,4,6,1.0,1.0,4.0,1.0
21889,WOODEN BOX OF DOMINOES,2011-12-04,251,332.73,1.5189642857142858,2011,12,4,48,4,6,217.0,544.0,346.5,113.0
20711,JUMBO BAG TOYS ,2011-12-04,18,53.839999999999996,3.6174999999999997,2011,12,4,48,4,6,142.0,66.0,97.25,40.0
20712,JUMBO BAG WOODLAND ANIMALS,2011-12-04,133,331.99,2.95531746031746,2011,12,4,48,4,6,220.0,84.0,182.25,77.0
21888,BINGO SET,2011-12-04,39,179.64,5.179895833333333,2011,12,4,48,4,6,56.0,48.0,68.75,21.0
21884,CAKES AND BOWS GIFT  TAPE,2011-12-04,13,9.43,1.14,2011,12,4,48,4,6,2.0,1.0,7.25,3.0
20713,JUMBO BAG OWLS,2011-12-04,427,848.6600000000001,2.7219,2011,12,4,48,4,6,50.0,144.0,141.25,69.0
20717,STRAWBERRY SHOPPER BAG,2011-12-04,29,43.51,1.8549999999999998,2011,12,4,48,4,6,30.0,40.0,52.0,5.0
21883,STARS GIFT TAPE ,2011-12-04,13,9.43,1.14,2011,12,4,48,4,6,27.0,14.0,24.25,63.0
21882,SKULLS TAPE,2011-12-04,12,7.800000000000001,0.65,2011,12,4,48,4,6,12.0,1.0,9.5,2.0
20718,RED RETROSPOT SHOPPER BAG,2011-12-04,111,175.71,1.8641666666666667,2011,12,4,48,4,6,68.0,103.0,115.25,42.0
21881,CUTE CATS TAPE,2011-12-04,13,9.43,1.14,2011,12,4,48,4,6,1.0,3.0,8.0,13.0
20719,WOODLAND CHARLOTTE BAG,2011-12-04,327,635.5,1.4637222222222224,2011,12,4,48,4,6,241.0,299.0,224.5,254.0
21880,RED RETROSPOT TAPE,2011-12-04,23,12.420000000000002,0.466,2011,12,4,48,4,6,33.0,26.0,32.0,22.0
20723,STRAWBERRY CHARLOTTE BAG,2011-12-04,270,550.52,1.6350555555555555,2011,12,4,48,4,6,343.0,169.0,208.5,24.0
21879,HEARTS GIFT TAPE,2011-12-04,13,9.43,1.14,2011,12,4,48,4,6,0.0,0.0,1.5,2.0
20724,RED RETROSPOT CHARLOTTE BAG,2011-12-04,550,1044.99,1.2290714285714286,2011,12,4,48,4,6,735.0,455.0,500.5,91.0
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2011-12-04,5,7.369999999999999,1.5325,2011,12,4,48,4,6,6.0,2.0,9.25,4.0
20725,LUNCH BAG RED RETROSPOT,2011-12-04,331,794.61,2.492079365079365,2011,12,4,48,4,6,276.0,649.0,451.0,282.0
21890,S/6 WOODEN SKITTLES IN COTTON BAG,2011-12-04,7,27.83,4.096666666666667,2011,12,4,48,4,6,22.0,41.0,39.0,25.0
21877,HOME SWEET HOME MUG,2011-12-04,24,41.239999999999995,1.9780000000000002,2011,12,4,48,4,6,50.0,96.0,93.25,39.0
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2011-12-04,2,9.879999999999999,4.9399999999999995,2011,12,4,48,4,6,3.0,52.0,15.5,9.0
20685,DOORMAT RED RETROSPOT,2011-12-04,97,714.19,8.1928,2011,12,4,48,4,6,102.0,46.0,70.5,100.0
20668,DISCO BALL CHRISTMAS DECORATION,2011-12-04,1656,182.88,0.18866666666666665,2011,12,4,48,4,6,950.0,718.0,854.5,483.0
21908,CHOCOLATE THIS WAY METAL SIGN,2011-12-04,200,418.3300000000001,2.6923333333333335,2011,12,4,48,4,6,48.0,51.0,48.5,40.0
21907,I'M ON HOLIDAY METAL SIGN,2011-12-04,44,92.4,2.1,2011,12,4,48,4,6,23.0,21.0,22.5,16.0
20669,RED HEART LUGGAGE TAG,2011-12-04,3,7.38,2.46,2011,12,4,48,4,6,9.0,3.0,7.0,14.0
21906,PHARMACIE FIRST AID TIN,2011-12-04,4,40.08,11.11,2011,12,4,48,4,6,4.0,9.0,4.75,12.0
21905,MORE BUTTER METAL SIGN ,2011-12-04,17,13.43,0.79,2011,12,4,48,4,6,27.0,32.0,23.25,6.0
21903,MAN FLU METAL SIGN,2011-12-04,39,92.05000000000001,2.4383333333333335,2011,12,4,48,4,6,25.0,5.0,18.75,3.0
20674,GREEN POLKADOT BOWL,2011-12-04,7,8.75,1.25,2011,12,4,48,4,6,24.0,21.0,26.75,22.0
21902,"KEY FOB , FRONT  DOOR ",2011-12-04,4,5.54,1.3033333333333332,2011,12,4,48,4,6,32.0,28.0,38.25,58.0
20675,BLUE POLKADOT BOWL,2011-12-04,14,18.71,1.3844444444444444,2011,12,4,48,4,6,22.0,90.0,42.0,9.0
